Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
,01:05:16,147,2.2,27:16,,2255,,2782.00,,,
,01:05:17,147,2.2,27:16,,2255,,2782.60,,,
,01:05:18,147,2.2,27:16,,2255,,2783.20,,,
,01:05:19,147,2.2,27:16,,2255,,2783.90,,,
,01:05:20,148,2.2,27:16,,2256,,2784.60,,,
,01:05:21,148,2.3,26:05,,2256,,2785.50,,,
,01:05:22,148,2.3,26:05,,2256,,2786.30,,,
,01:05:23,148,2.4,25:00,,2256,,2787.30,,,
,01:05:24,148,2.4,25:00,,2256,,2788.50,,,
,01:05:25,148,2.5,24:00,,2256,,2789.50,,,
,01:05:26,148,2.5,24:00,,2256,,2790.50,,,
,01:05:27,147,2.5,24:00,,2256,,2791.60,,,
,01:05:28,147,2.6,23:05,,2257,,2792.30,,,
,01:05:29,147,2.6,23:05,,2257,,2793.20,,,
,01:05:30,147,2.6,23:05,,2257,,2793.90,,,
,01:05:31,147,2.6,23:05,,2257,,2794.60,,,
,01:05:32,146,2.6,23:05,,2257,,2795.30,,,
,01:05:33,146,2.6,23:05,,2258,,2796.00,,,
,01:05:34,146,2.6,23:05,,2258,,2796.80,,,
,01:05:35,146,2.7,22:13,,2258,,2797.40,,,
,01:05:36,146,2.7,22:13,,2258,,2798.20,,,
,01:05:37,146,2.7,22:13,,2258,,2799.00,,,
,01:05:38,146,2.6,23:05,,2258,,2799.70,,,
,01:05:39,146,2.6,23:05,,2259,,2800.50,,,
,01:05:40,146,2.6,23:05,,2259,,2801.00,,,
,01:05:41,146,2.6,23:05,,2259,,2801.50,,,
,01:05:42,146,2.6,23:05,,2259,,2802.00,,,
,01:05:43,146,2.6,23:05,,2259,,2802.50,,,
,01:05:44,145,2.5,24:00,,2260,,2803.10,,,
,01:05:45,145,2.4,25:00,,2260,,2803.40,,,
,01:05:46,144,2.4,25:00,,2260,,2803.90,,,
,01:05:47,144,2.3,26:05,,2260,,2804.40,,,
,01:05:48,144,2.2,27:16,,2260,,2804.70,,,
,01:05:49,144,2.2,27:16,,2260,,2805.20,,,
,01:05:50,143,2.2,27:16,,2261,,2805.80,,,
,01:05:51,143,2.3,26:05,,2261,,2806.40,,,
,01:05:52,143,2.3,26:05,,2261,,2806.90,,,
,01:05:53,143,2.3,26:05,,2261,,2807.60,,,
,01:05:54,143,2.3,26:05,,2261,,2808.20,,,
,01:05:55,143,2.3,26:05,,2261,,2809.10,,,
,01:05:56,144,2.3,26:05,,2262,,2809.80,,,
,01:05:57,144,2.4,25:00,,2262,,2810.50,,,
,01:05:58,144,2.4,25:00,,2262,,2811.40,,,
,01:05:59,144,2.4,25:00,,2262,,2812.10,,,
,01:06:00,144,2.4,25:00,,2262,,2812.60,,,
,01:06:01,144,2.4,25:00,,2263,,2813.40,,,
,01:06:02,144,2.4,25:00,,2263,,2814.10,,,
,01:06:03,144,2.3,26:05,,2263,,2814.70,,,
,01:06:04,144,2.4,25:00,,2263,,2815.20,,,
,01:06:05,144,2.4,25:00,,2263,,2816.00,,,
,01:06:06,144,2.4,25:00,,2263,,2816.60,,,
,01:06:07,144,2.4,25:00,,2264,,2817.30,,,
,01:06:08,144,2.4,25:00,,2264,,2817.90,,,
,01:06:09,145,2.4,25:00,,2264,,2818.80,,,
,01:06:10,145,2.5,24:00,,2264,,2819.50,,,
,01:06:11,146,2.5,24:00,,2265,,2820.20,,,
,01:06:12,146,2.5,24:00,,2265,,2821.00,,,
,01:06:13,146,2.5,24:00,,2265,,2821.80,,,
,01:06:14,146,2.5,24:00,,2265,,2822.30,,,
,01:06:15,146,2.5,24:00,,2265,,2823.20,,,
,01:06:16,146,2.5,24:00,,2266,,2823.80,,,
,01:06:17,146,2.5,24:00,,2266,,2824.20,,,
,01:06:18,146,2.5,24:00,,2266,,2824.90,,,
,01:06:19,146,2.4,25:00,,2266,,2825.40,,,
,01:06:20,146,2.4,25:00,,2267,,2825.80,,,
,01:06:21,146,2.4,25:00,,2267,,2826.50,,,
,01:06:22,146,2.4,25:00,,2267,,2827.10,,,
,01:06:23,146,2.4,25:00,,2267,,2827.60,,,
,01:06:24,145,2.5,24:00,,2267,,2828.40,,,
,01:06:25,145,2.5,24:00,,2267,,2829.10,,,
,01:06:26,146,2.6,23:05,,2268,,2830.30,,,
,01:06:27,146,2.7,22:13,,2268,,2831.40,,,
,01:06:28,146,2.8,21:26,,2268,,2832.30,,,
,01:06:29,146,2.8,21:26,,2268,,2833.40,,,
,01:06:30,146,2.8,21:26,,2268,,2834.20,,,
,01:06:31,146,2.8,21:26,,2269,,2834.70,,,
,01:06:32,145,2.8,21:26,,2269,,2835.80,,,
,01:06:33,145,2.7,22:13,,2269,,2836.30,,,
,01:06:34,145,2.7,22:13,,2269,,2837.00,,,
,01:06:35,145,2.7,22:13,,2269,,2837.70,,,
,01:06:36,145,2.7,22:13,,2269,,2838.20,,,
,01:06:37,145,2.7,22:13,,2270,,2838.80,,,
,01:06:38,145,2.8,21:26,,2270,,2839.70,,,
,01:06:39,145,2.7,22:13,,2270,,2840.40,,,
,01:06:40,145,2.7,22:13,,2270,,2841.20,,,
,01:06:41,145,2.7,22:13,,2270,,2841.90,,,
,01:06:42,145,2.7,22:13,,2270,,2842.40,,,
,01:06:43,145,2.7,22:13,,2270,,2843.10,,,
,01:06:44,145,2.7,22:13,,2271,,2843.70,,,
,01:06:45,144,2.6,23:05,,2271,,2844.10,,,
,01:06:46,144,2.6,23:05,,2271,,2844.80,,,
,01:06:47,145,2.6,23:05,,2271,,2845.10,,,
,01:06:48,145,2.5,24:00,,2271,,2845.70,,,
,01:06:49,145,2.5,24:00,,2271,,2846.40,,,
,01:06:50,145,2.5,24:00,,2272,,2846.80,,,
,01:06:51,145,2.4,25:00,,2272,,2847.60,,,
,01:06:52,145,2.3,26:05,,2272,,2847.80,,,
,01:06:53,145,2.2,27:16,,2272,,2848.30,,,
,01:06:54,145,2.1,28:34,,2272,,2848.80,,,
,01:06:55,145,2.0,30:00,,2272,,2849.20,,,
,01:06:56,145,2.0,30:00,,2272,,2849.80,,,
,01:06:57,145,1.9,31:35,,2273,,2850.00,,,
,01:06:58,145,1.9,31:35,,2273,,2850.30,,,
,01:06:59,145,1.8,33:20,,2273,,2850.60,,,
,01:07:00,145,0.0,00:00,,2273,,2850.60,,,
,01:07:01,145,1.1,54:33,,2273,,2850.80,,,
,01:07:02,145,1.6,37:30,,2273,,2851.20,,,
,01:07:03,145,1.9,31:35,,2274,,2851.60,,,
,01:07:04,145,1.9,31:35,,2274,,2851.70,,,
,01:07:05,145,1.9,31:35,,2274,,2852.10,,,
,01:07:06,146,1.9,31:35,,2274,,2852.50,,,
,01:07:07,146,2.1,28:34,,2274,,2853.00,,,
,01:07:08,146,2.2,27:16,,2274,,2853.60,,,
,01:07:09,147,2.5,24:00,,2275,,2854.20,,,
,01:07:10,147,2.5,24:00,,2275,,2855.00,,,
,01:07:11,147,2.5,24:00,,2275,,2855.50,,,
,01:07:12,146,2.5,24:00,,2275,,2856.10,,,
,01:07:13,146,2.5,24:00,,2275,,2857.20,,,
,01:07:14,145,2.8,21:26,,2276,,2857.90,,,
,01:07:15,145,2.9,20:41,,2276,,2858.80,,,
,01:07:16,145,3.0,20:00,,2276,,2859.80,,,
,01:07:17,145,3.0,20:00,,2276,,2860.50,,,
,01:07:18,145,3.1,19:21,,2276,,2861.60,,,
,01:07:19,144,3.1,19:21,,2276,,2862.60,,,
,01:07:20,144,3.1,19:21,,2277,,2863.50,,,
,01:07:21,143,3.1,19:21,,2277,,2864.70,,,
,01:07:22,143,3.1,19:21,,2277,,2865.30,,,
,01:07:23,143,3.0,20:00,,2277,,2866.20,,,
,01:07:24,143,2.9,20:41,,2277,,2866.90,,,
,01:07:25,143,2.7,22:13,,2277,,2867.30,,,
,01:07:26,143,2.6,23:05,,2278,,2868.10,,,
,01:07:27,143,2.6,23:05,,2278,,2868.60,,,
,01:07:28,143,2.5,24:00,,2278,,2868.90,,,
,01:07:29,143,2.5,24:00,,2278,,2869.50,,,
,01:07:30,143,2.4,25:00,,2278,,2869.90,,,
,01:07:31,142,2.4,25:00,,2278,,2870.40,,,
,01:07:32,142,2.4,25:00,,2279,,2871.10,,,
,01:07:33,142,2.3,26:05,,2279,,2871.40,,,
,01:07:34,142,2.3,26:05,,2279,,2872.10,,,
,01:07:35,142,2.2,27:16,,2279,,2872.60,,,
,01:07:36,142,2.2,27:16,,2279,,2872.90,,,
,01:07:37,143,2.2,27:16,,2279,,2873.50,,,
,01:07:38,143,2.1,28:34,,2279,,2873.70,,,
,01:07:39,143,2.1,28:34,,2279,,2874.30,,,
,01:07:40,142,2.1,28:34,,2279,,2874.80,,,
,01:07:41,142,2.1,28:34,,2280,,2875.00,,,
,01:07:42,142,2.1,28:34,,2280,,2875.80,,,
,01:07:43,142,2.1,28:34,,2280,,2876.30,,,
,01:07:44,143,2.1,28:34,,2280,,2876.90,,,
,01:07:45,143,2.1,28:34,,2280,,2877.80,,,
,01:07:46,143,2.1,28:34,,2280,,2878.40,,,
,01:07:47,143,2.2,27:16,,2280,,2879.30,,,
,01:07:48,143,2.2,27:16,,2280,,2880.10,,,
,01:07:49,143,2.2,27:16,,2280,,2880.60,,,
,01:07:50,144,2.2,27:16,,2280,,2881.50,,,
,01:07:51,144,2.2,27:16,,2280,,2882.10,,,
,01:07:52,144,2.2,27:16,,2281,,2882.70,,,
,01:07:53,145,2.3,26:05,,2281,,2883.60,,,
,01:07:54,145,2.3,26:05,,2281,,2884.10,,,
,01:07:55,146,2.3,26:05,,2281,,2884.80,,,
,01:07:56,146,2.4,25:00,,2281,,2885.40,,,
,01:07:57,146,2.4,25:00,,2281,,2886.10,,,
,01:07:58,147,2.4,25:00,,2281,,2886.80,,,
,01:07:59,147,2.4,25:00,,2281,,2887.60,,,
,01:08:00,147,2.4,25:00,,2281,,2888.20,,,
,01:08:01,147,2.4,25:00,,2281,,2888.80,,,
,01:08:02,148,2.4,25:00,,2281,,2889.40,,,
,01:08:03,148,2.3,26:05,,2281,,2890.00,,,
,01:08:04,148,2.3,26:05,,2281,,2890.50,,,
,01:08:05,148,2.3,26:05,,2281,,2891.00,,,
,01:08:06,148,2.3,26:05,,2281,,2891.30,,,
,01:08:07,148,2.3,26:05,,2281,,2891.90,,,
,01:08:08,148,2.2,27:16,,2281,,2892.30,,,
,01:08:09,149,2.2,27:16,,2281,,2892.70,,,
,01:08:10,148,2.2,27:16,,2281,,2893.20,,,
,01:08:11,148,2.2,27:16,,2281,,2893.60,,,
,01:08:12,148,2.2,27:16,,2281,,2894.00,,,
,01:08:13,148,2.1,28:34,,2281,,2894.40,,,
,01:08:14,148,2.1,28:34,,2281,,2894.90,,,
,01:08:15,148,2.1,28:34,,2281,,2895.60,,,
,01:08:16,148,2.1,28:34,,2281,,2896.10,,,
,01:08:17,148,2.1,28:34,,2281,,2896.50,,,
,01:08:18,148,2.1,28:34,,2281,,2897.20,,,
,01:08:19,148,2.1,28:34,,2281,,2897.70,,,
,01:08:20,148,2.1,28:34,,2281,,2898.30,,,
,01:08:21,149,2.1,28:34,,2281,,2899.20,,,
,01:08:22,149,2.1,28:34,,2281,,2899.80,,,
,01:08:23,149,2.1,28:34,,2281,,2900.60,,,
,01:08:24,149,2.1,28:34,,2281,,2901.10,,,
,01:08:25,149,2.1,28:34,,2281,,2901.70,,,
,01:08:26,150,2.1,28:34,,2281,,2902.40,,,
,01:08:27,150,2.1,28:34,,2281,,2902.80,,,
,01:08:28,150,2.1,28:34,,2281,,2903.60,,,
,01:08:29,150,2.1,28:34,,2281,,2904.00,,,
,01:08:30,150,2.2,27:16,,2281,,2904.50,,,
,01:08:31,150,2.2,27:16,,2281,,2905.50,,,
,01:08:32,149,2.3,26:05,,2281,,2906.50,,,
,01:08:33,148,2.3,26:05,,2281,,2907.50,,,
,01:08:34,147,2.4,25:00,,2281,,2908.30,,,
,01:08:35,146,2.4,25:00,,2281,,2909.20,,,
,01:08:36,147,2.5,24:00,,2281,,2910.40,,,
,01:08:37,147,2.5,24:00,,2281,,2911.20,,,
,01:08:38,148,2.5,24:00,,2281,,2911.90,,,
,01:08:39,148,2.5,24:00,,2281,,2912.60,,,
,01:08:40,149,2.4,25:00,,2281,,2913.00,,,
,01:08:41,149,2.4,25:00,,2282,,2913.30,,,
,01:08:42,149,2.4,25:00,,2282,,2913.50,,,
,01:08:43,149,2.4,25:00,,2282,,2914.00,,,
,01:08:44,149,2.3,26:05,,2282,,2914.20,,,
,01:08:45,148,2.3,26:05,,2282,,2914.50,,,
,01:08:46,148,2.2,27:16,,2282,,2915.20,,,
,01:08:47,148,2.2,27:16,,2282,,2915.50,,,
,01:08:48,148,2.2,27:16,,2282,,2915.90,,,
,01:08:49,149,2.1,28:34,,2282,,2916.50,,,
,01:08:50,149,2.1,28:34,,2282,,2917.00,,,
,01:08:51,149,2.1,28:34,,2282,,2917.60,,,
,01:08:52,149,2.0,30:00,,2282,,2918.10,,,
,01:08:53,149,2.0,30:00,,2282,,2918.60,,,
,01:08:54,150,0.0,00:00,,2282,,2918.60,,,
,01:08:55,150,1.4,42:51,,2282,,2918.90,,,
,01:08:56,150,1.8,33:20,,2282,,2919.50,,,
,01:08:57,150,2.1,28:34,,2282,,2920.00,,,
,01:08:58,150,2.3,26:05,,2282,,2920.40,,,
,01:08:59,150,2.3,26:05,,2282,,2921.10,,,
,01:09:00,151,2.5,24:00,,2282,,2921.70,,,
,01:09:01,151,2.7,22:13,,2282,,2922.40,,,
,01:09:02,151,2.8,21:26,,2283,,2923.40,,,
,01:09:03,151,2.8,21:26,,2283,,2924.10,,,
,01:09:04,150,2.6,23:05,,2283,,2925.10,,,
,01:09:05,149,2.5,24:00,,2283,,2925.60,,,
,01:09:06,148,2.5,24:00,,2283,,2926.30,,,
,01:09:07,147,2.7,22:13,,2283,,2927.20,,,
,01:09:08,146,2.9,20:41,,2283,,2927.90,,,
,01:09:09,145,3.0,20:00,,2283,,2928.60,,,
,01:09:10,144,3.1,19:21,,2283,,2929.40,,,
,01:09:11,143,3.2,18:45,,2283,,2930.50,,,
,01:09:12,144,3.4,17:39,,2283,,2931.80,,,
,01:09:13,145,3.5,17:09,,2283,,2932.90,,,
,01:09:14,145,3.6,16:40,,2283,,2934.10,,,
,01:09:15,146,3.6,16:40,,2283,,2935.30,,,
,01:09:16,146,3.6,16:40,,2283,,2936.40,,,
,01:09:17,147,3.5,17:09,,2283,,2937.40,,,
,01:09:18,147,3.5,17:09,,2283,,2938.40,,,
,01:09:19,147,3.4,17:39,,2283,,2939.50,,,
,01:09:20,147,3.4,17:39,,2283,,2940.10,,,
,01:09:21,148,3.4,17:39,,2284,,2940.80,,,
,01:09:22,148,3.3,18:11,,2284,,2941.70,,,
,01:09:23,148,3.3,18:11,,2284,,2942.50,,,
,01:09:24,148,3.3,18:11,,2284,,2943.50,,,
,01:09:25,148,3.3,18:11,,2284,,2944.20,,,
,01:09:26,148,3.2,18:45,,2284,,2945.00,,,
,01:09:27,148,3.3,18:11,,2284,,2946.00,,,
,01:09:28,147,3.2,18:45,,2284,,2946.70,,,
,01:09:29,147,3.2,18:45,,2284,,2947.40,,,
,01:09:30,147,3.1,19:21,,2284,,2948.20,,,
,01:09:31,146,3.1,19:21,,2284,,2948.80,,,
,01:09:32,146,3.1,19:21,,2284,,2949.80,,,
,01:09:33,145,3.1,19:21,,2284,,2950.80,,,
,01:09:34,144,3.2,18:45,,2284,,2951.60,,,
,01:09:35,143,3.2,18:45,,2284,,2952.40,,,
,01:09:36,143,3.1,19:21,,2284,,2953.00,,,
,01:09:37,142,3.1,19:21,,2285,,2953.30,,,
,01:09:38,142,3.0,20:00,,2285,,2954.10,,,
,01:09:39,142,2.9,20:41,,2285,,2954.40,,,
,01:09:40,142,2.9,20:41,,2285,,2954.80,,,
,01:09:41,142,2.8,21:26,,2285,,2955.10,,,
,01:09:42,142,2.7,22:13,,2285,,2955.40,,,
,01:09:43,142,2.6,23:05,,2285,,2955.60,,,
,01:09:44,142,2.5,24:00,,2285,,2956.10,,,
,01:09:45,142,2.5,24:00,,2285,,2956.70,,,
,01:09:46,143,2.4,25:00,,2285,,2957.60,,,
,01:09:47,144,2.5,24:00,,2285,,2958.30,,,
,01:09:48,144,2.5,24:00,,2285,,2959.10,,,
,01:09:49,144,2.5,24:00,,2285,,2960.00,,,
,01:09:50,144,2.5,24:00,,2285,,2960.60,,,
,01:09:51,144,2.5,24:00,,2285,,2961.20,,,
,01:09:52,144,2.5,24:00,,2285,,2962.10,,,
,01:09:53,144,2.5,24:00,,2285,,2962.70,,,
,01:09:54,144,2.4,25:00,,2285,,2963.40,,,
,01:09:55,144,2.4,25:00,,2285,,2963.90,,,
,01:09:56,144,2.4,25:00,,2286,,2964.60,,,
,01:09:57,144,2.4,25:00,,2286,,2965.20,,,
,01:09:58,144,2.4,25:00,,2286,,2965.70,,,
,01:09:59,144,2.4,25:00,,2286,,2966.50,,,
,01:10:00,144,2.4,25:00,,2286,,2967.10,,,
,01:10:01,144,2.4,25:00,,2286,,2967.90,,,
,01:10:02,143,2.4,25:00,,2286,,2968.50,,,
,01:10:03,143,2.4,25:00,,2286,,2969.30,,,
,01:10:04,143,2.4,25:00,,2286,,2970.00,,,
,01:10:05,143,2.4,25:00,,2286,,2970.50,,,
,01:10:06,143,2.4,25:00,,2286,,2970.90,,,
,01:10:07,144,2.4,25:00,,2286,,2971.60,,,
,01:10:08,143,2.4,25:00,,2286,,2972.10,,,
,01:10:09,143,2.4,25:00,,2286,,2972.50,,,
,01:10:10,143,2.3,26:05,,2286,,2973.20,,,
,01:10:11,143,2.3,26:05,,2286,,2973.80,,,
,01:10:12,143,2.4,25:00,,2286,,2974.30,,,
,01:10:13,143,2.4,25:00,,2286,,2975.10,,,
,01:10:14,143,2.4,25:00,,2286,,2975.80,,,
,01:10:15,144,2.4,25:00,,2286,,2976.80,,,
,01:10:16,144,2.4,25:00,,2286,,2977.40,,,
,01:10:17,144,2.4,25:00,,2286,,2978.10,,,
,01:10:18,145,2.4,25:00,,2286,,2978.90,,,
,01:10:19,145,2.4,25:00,,2286,,2979.50,,,
,01:10:20,146,2.4,25:00,,2287,,2980.20,,,
,01:10:21,146,2.4,25:00,,2287,,2980.90,,,
,01:10:22,146,2.4,25:00,,2287,,2981.50,,,
,01:10:23,147,2.4,25:00,,2287,,2982.30,,,
,01:10:24,147,2.4,25:00,,2287,,2982.90,,,
,01:10:25,147,2.4,25:00,,2287,,2983.50,,,
,01:10:26,147,2.4,25:00,,2287,,2984.10,,,
,01:10:27,147,2.4,25:00,,2287,,2984.40,,,
,01:10:28,147,2.3,26:05,,2287,,2985.00,,,
,01:10:29,147,2.3,26:05,,2287,,2985.20,,,
,01:10:30,147,2.3,26:05,,2287,,2985.50,,,
,01:10:31,147,2.2,27:16,,2287,,2985.90,,,
,01:10:32,147,2.2,27:16,,2287,,2986.20,,,
,01:10:33,147,2.2,27:16,,2287,,2986.50,,,
,01:10:34,147,2.2,27:16,,2288,,2987.10,,,
,01:10:35,147,2.2,27:16,,2288,,2987.50,,,
,01:10:36,147,2.1,28:34,,2288,,2988.10,,,
,01:10:37,146,2.1,28:34,,2288,,2988.40,,,
,01:10:38,146,2.1,28:34,,2288,,2989.00,,,
,01:10:39,146,2.1,28:34,,2288,,2989.30,,,
,01:10:40,146,2.0,30:00,,2288,,2989.90,,,
,01:10:41,145,2.0,30:00,,2288,,2989.90,,,
,01:10:42,145,2.0,30:00,,2288,,2990.50,,,
,01:10:43,144,2.0,30:00,,2288,,2990.80,,,
,01:10:44,144,2.0,30:00,,2288,,2991.40,,,
,01:10:45,144,2.0,30:00,,2288,,2991.70,,,
,01:10:46,144,2.0,30:00,,2289,,2992.10,,,
,01:10:47,145,1.9,31:35,,2289,,2992.50,,,
,01:10:48,145,1.9,31:35,,2289,,2993.10,,,
,01:10:49,146,1.9,31:35,,2289,,2993.70,,,
,01:10:50,146,1.9,31:35,,2289,,2994.30,,,
,01:10:51,147,1.9,31:35,,2289,,2994.90,,,
,01:10:52,148,2.0,30:00,,2289,,2995.30,,,
,01:10:53,149,2.0,30:00,,2289,,2996.00,,,
,01:10:54,150,2.0,30:00,,2290,,2996.50,,,
,01:10:55,150,2.0,30:00,,2290,,2997.10,,,
,01:10:56,150,2.0,30:00,,2290,,2997.70,,,
,01:10:57,150,2.0,30:00,,2290,,2998.30,,,
,01:10:58,150,2.0,30:00,,2290,,2998.60,,,
,01:10:59,149,2.0,30:00,,2290,,2999.40,,,
,01:11:00,149,2.0,30:00,,2290,,2999.70,,,
,01:11:01,148,2.0,30:00,,2290,,3000.60,,,
,01:11:02,149,2.0,30:00,,2290,,3001.30,,,
,01:11:03,149,2.1,28:34,,2291,,3002.00,,,
,01:11:04,149,2.1,28:34,,2291,,3002.80,,,
,01:11:05,148,2.2,27:16,,2291,,3003.60,,,
,01:11:06,148,2.2,27:16,,2291,,3004.50,,,
,01:11:07,148,2.2,27:16,,2291,,3005.40,,,
,01:11:08,148,2.3,26:05,,2291,,3006.20,,,
,01:11:09,148,2.3,26:05,,2292,,3006.80,,,
,01:11:10,149,2.3,26:05,,2292,,3007.30,,,
,01:11:11,149,2.3,26:05,,2292,,3007.70,,,
,01:11:12,150,2.3,26:05,,2292,,3008.40,,,
,01:11:13,150,2.3,26:05,,2292,,3008.80,,,
,01:11:14,151,2.3,26:05,,2292,,3009.10,,,
,01:11:15,151,2.2,27:16,,2292,,3009.10,,,
,01:11:16,151,2.2,27:16,,2292,,3009.40,,,
,01:11:17,151,2.1,28:34,,2293,,3009.80,,,
,01:11:18,151,2.2,27:16,,2293,,3010.20,,,
,01:11:19,151,2.2,27:16,,2293,,3010.60,,,
,01:11:20,151,2.2,27:16,,2293,,3011.10,,,
,01:11:21,152,2.2,27:16,,2293,,3011.30,,,
,01:11:22,151,2.2,27:16,,2293,,3012.00,,,
,01:11:23,151,2.2,27:16,,2293,,3012.70,,,
,01:11:24,151,2.2,27:16,,2293,,3013.50,,,
,01:11:25,151,2.3,26:05,,2294,,3014.30,,,
,01:11:26,152,2.3,26:05,,2294,,3014.80,,,
,01:11:27,152,2.3,26:05,,2294,,3015.70,,,
,01:11:28,152,2.4,25:00,,2294,,3016.40,,,
,01:11:29,152,2.4,25:00,,2294,,3017.30,,,
,01:11:30,152,2.5,24:00,,2294,,3018.30,,,
,01:11:31,153,2.5,24:00,,2294,,3019.20,,,
,01:11:32,153,2.5,24:00,,2295,,3020.10,,,
,01:11:33,153,2.5,24:00,,2295,,3020.80,,,
,01:11:34,153,2.5,24:00,,2295,,3021.40,,,
,01:11:35,153,2.5,24:00,,2295,,3022.10,,,
,01:11:36,153,2.5,24:00,,2295,,3023.00,,,
,01:11:37,153,2.5,24:00,,2295,,3023.90,,,
,01:11:38,153,2.5,24:00,,2295,,3024.30,,,
,01:11:39,153,2.6,23:05,,2295,,3025.10,,,
,01:11:40,154,2.6,23:05,,2296,,3025.70,,,
,01:11:41,154,2.6,23:05,,2296,,3026.50,,,
,01:11:42,154,2.6,23:05,,2296,,3027.60,,,
,01:11:43,154,2.6,23:05,,2296,,3028.60,,,
,01:11:44,154,2.6,23:05,,2296,,3029.60,,,
,01:11:45,154,2.6,23:05,,2296,,3030.00,,,
,01:11:46,153,2.6,23:05,,2296,,3030.60,,,
,01:11:47,153,2.6,23:05,,2297,,3031.20,,,
,01:11:48,152,2.6,23:05,,2297,,3031.60,,,
,01:11:49,151,2.5,24:00,,2297,,3032.40,,,
,01:11:50,151,2.5,24:00,,2297,,3032.90,,,
,01:11:51,150,2.5,24:00,,2297,,3033.30,,,
,01:11:52,150,2.5,24:00,,2297,,3033.90,,,
,01:11:53,150,2.5,24:00,,2297,,3034.20,,,
,01:11:54,151,2.5,24:00,,2297,,3034.70,,,
,01:11:55,151,2.4,25:00,,2298,,3035.30,,,
,01:11:56,152,2.4,25:00,,2298,,3035.80,,,
,01:11:57,152,2.3,26:05,,2298,,3036.40,,,
,01:11:58,152,2.3,26:05,,2298,,3036.80,,,
,01:11:59,152,2.3,26:05,,2298,,3037.20,,,
,01:12:00,152,2.3,26:05,,2298,,3037.60,,,
,01:12:01,152,2.3,26:05,,2298,,3038.00,,,
,01:12:02,151,2.2,27:16,,2299,,3038.70,,,
,01:12:03,151,2.2,27:16,,2299,,3039.10,,,
,01:12:04,151,2.2,27:16,,2299,,3039.80,,,
,01:12:05,151,2.2,27:16,,2299,,3040.40,,,
,01:12:06,152,2.2,27:16,,2299,,3040.80,,,
,01:12:07,152,2.2,27:16,,2299,,3041.30,,,
,01:12:08,152,2.1,28:34,,2299,,3041.60,,,
,01:12:09,153,0.0,00:00,,2299,,3041.60,,,
,01:12:10,153,1.1,54:33,,2299,,3041.80,,,
,01:12:11,153,1.6,37:30,,2300,,3042.20,,,
,01:12:12,154,2.0,30:00,,2300,,3042.60,,,
,01:12:13,154,2.2,27:16,,2300,,3043.10,,,
,01:12:14,154,2.3,26:05,,2300,,3043.70,,,
,01:12:15,155,2.4,25:00,,2300,,3044.30,,,
,01:12:16,155,2.1,28:34,,2300,,3044.90,,,
,01:12:17,155,1.9,31:35,,2300,,3045.60,,,
,01:12:18,155,1.5,40:00,,2300,,3046.20,,,
,01:12:19,155,1.5,40:00,,2300,,3046.60,,,
,01:12:20,155,0.0,00:00,,2301,,3046.60,,,
,01:12:21,155,1.3,46:09,,2301,,3046.90,,,
,01:12:22,155,2.1,28:34,,2301,,3047.30,,,
,01:12:23,154,2.7,22:13,,2301,,3047.80,,,
,01:12:24,154,3.1,19:21,,2301,,3048.40,,,
,01:12:25,154,3.1,19:21,,2301,,3049.20,,,
,01:12:26,154,3.0,20:00,,2301,,3050.30,,,
,01:12:27,154,2.8,21:26,,2301,,3051.00,,,
,01:12:28,154,2.8,21:26,,2301,,3052.00,,,
,01:12:29,154,3.0,20:00,,2301,,3053.20,,,
,01:12:30,154,3.3,18:11,,2302,,3054.20,,,
,01:12:31,154,3.3,18:11,,2302,,3055.20,,,
,01:12:32,154,3.3,18:11,,2302,,3056.00,,,
,01:12:33,154,3.1,19:21,,2302,,3056.90,,,
,01:12:34,154,2.7,22:13,,2302,,3057.70,,,
,01:12:35,154,2.6,23:05,,2302,,3058.20,,,
,01:12:36,154,2.6,23:05,,2302,,3059.20,,,
,01:12:37,154,2.6,23:05,,2302,,3060.10,,,
,01:12:38,154,2.6,23:05,,2302,,3060.60,,,
,01:12:39,155,2.5,24:00,,2302,,3061.10,,,
,01:12:40,155,2.4,25:00,,2303,,3061.20,,,
,01:12:41,155,2.3,26:05,,2303,,3061.70,,,
,01:12:42,155,2.1,28:34,,2303,,3062.00,,,
,01:12:43,155,2.0,30:00,,2303,,3062.30,,,
,01:12:44,155,2.0,30:00,,2303,,3062.70,,,
,01:12:45,155,1.9,31:35,,2303,,3063.00,,,
,01:12:46,155,1.9,31:35,,2303,,3063.20,,,
,01:12:47,155,1.9,31:35,,2304,,3063.60,,,
,01:12:48,155,1.9,31:35,,2304,,3064.20,,,
,01:12:49,155,1.9,31:35,,2304,,3064.70,,,
,01:12:50,154,1.9,31:35,,2304,,3065.10,,,
,01:12:51,154,1.9,31:35,,2304,,3065.80,,,
,01:12:52,154,1.8,33:20,,2304,,3066.30,,,
,01:12:53,154,1.8,33:20,,2304,,3066.80,,,
,01:12:54,154,1.8,33:20,,2304,,3067.20,,,
,01:12:55,154,1.8,33:20,,2305,,3067.70,,,
,01:12:56,154,1.8,33:20,,2305,,3067.90,,,
,01:12:57,154,1.8,33:20,,2305,,3068.30,,,
,01:12:58,154,1.8,33:20,,2305,,3068.90,,,
,01:12:59,154,1.8,33:20,,2305,,3069.30,,,
